"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]"
"Raahe Nahkiainen","2025","6","8","10:00","7","233"
"Raahe Nahkiainen","2025","6","8","11:00","6.8","234"
"Raahe Nahkiainen","2025","6","8","12:00","5.6","236"
"Raahe Nahkiainen","2025","6","8","13:00","6.4","238"
"Raahe Nahkiainen","2025","6","8","14:00","7.6","233"
"Raahe Nahkiainen","2025","6","8","15:00","8.1","227"
"Raahe Nahkiainen","2025","6","8","16:00","7.4","229"
"Raahe Nahkiainen","2025","6","8","17:00","7.6","226"
"Raahe Nahkiainen","2025","6","8","18:00","8","226"
"Raahe Nahkiainen","2025","6","8","19:00","8.2","226"
"Raahe Nahkiainen","2025","6","8","20:00","7.8","231"
"Raahe Nahkiainen","2025","6","8","21:00","9.1","239"
"Raahe Nahkiainen","2025","6","8","22:00","8.9","242"
"Raahe Nahkiainen","2025","6","8","23:00","9.6","246"
"Raahe Nahkiainen","2025","6","9","00:00","8.4","234"
"Raahe Nahkiainen","2025","6","9","01:00","7.4","230"
"Raahe Nahkiainen","2025","6","9","02:00","8","237"
"Raahe Nahkiainen","2025","6","9","03:00","7.4","251"
"Raahe Nahkiainen","2025","6","9","04:00","5.5","259"
"Raahe Nahkiainen","2025","6","9","05:00","3.7","251"
"Raahe Nahkiainen","2025","6","9","06:00","3.5","238"
"Raahe Nahkiainen","2025","6","9","07:00","3.7","265"
"Raahe Nahkiainen","2025","6","9","08:00","2.4","281"
"Raahe Nahkiainen","2025","6","9","09:00","2.4","305"
"Raahe Nahkiainen","2025","6","9","10:00","2.1","322"
"Raahe Nahkiainen","2025","6","9","11:00","2.9","349"
"Raahe Nahkiainen","2025","6","9","12:00","1.8","1"
"Raahe Nahkiainen","2025","6","9","13:00","1.3","338"
"Raahe Nahkiainen","2025","6","9","14:00","1.7","268"
"Raahe Nahkiainen","2025","6","9","15:00","1.6","291"
"Raahe Nahkiainen","2025","6","9","16:00","1.6","307"
"Raahe Nahkiainen","2025","6","9","17:00","3.1","303"
"Raahe Nahkiainen","2025","6","9","18:00","4.6","321"
"Raahe Nahkiainen","2025","6","9","19:00","5.1","332"
"Raahe Nahkiainen","2025","6","9","20:00","7.4","313"
"Raahe Nahkiainen","2025","6","9","21:00","8.2","317"
"Raahe Nahkiainen","2025","6","9","22:00","8.5","317"
"Raahe Nahkiainen","2025","6","9","23:00","8.8","322"
"Raahe Nahkiainen","2025","6","10","00:00","8.5","326"
"Raahe Nahkiainen","2025","6","10","01:00","7.6","327"
"Raahe Nahkiainen","2025","6","10","02:00","7.5","332"
"Raahe Nahkiainen","2025","6","10","03:00","6.5","339"
"Raahe Nahkiainen","2025","6","10","04:00","6.2","354"
"Raahe Nahkiainen","2025","6","10","05:00","5.5","8"
"Raahe Nahkiainen","2025","6","10","06:00","3.2","356"
"Raahe Nahkiainen","2025","6","10","07:00","2.5","311"
"Raahe Nahkiainen","2025","6","10","08:00","2.6","330"
"Raahe Nahkiainen","2025","6","10","09:00","2.8","21"
"Raahe Nahkiainen","2025","6","10","10:00","0.9","351"
"Raahe Nahkiainen","2025","6","10","11:00","0.8","6"
"Raahe Nahkiainen","2025","6","10","12:00","0.7","21"
"Raahe Nahkiainen","2025","6","10","13:00","1.6","45"
"Raahe Nahkiainen","2025","6","10","14:00","1.4","10"
"Raahe Nahkiainen","2025","6","10","15:00","1.5","347"
"Raahe Nahkiainen","2025","6","10","16:00","1.2","299"
"Raahe Nahkiainen","2025","6","10","17:00","2.4","279"
"Raahe Nahkiainen","2025","6","10","18:00","2.3","252"
"Raahe Nahkiainen","2025","6","10","19:00","1.4","254"
"Raahe Nahkiainen","2025","6","10","20:00","1.3","134"
"Raahe Nahkiainen","2025","6","10","21:00","2.5","148"
"Raahe Nahkiainen","2025","6","10","22:00","3","181"
"Raahe Nahkiainen","2025","6","10","23:00","0.8","246"
"Raahe Nahkiainen","2025","6","11","00:00","1.7","228"
"Raahe Nahkiainen","2025","6","11","01:00","2.9","248"
"Raahe Nahkiainen","2025","6","11","02:00","2.7","206"
"Raahe Nahkiainen","2025","6","11","03:00","2.8","198"
"Raahe Nahkiainen","2025","6","11","04:00","3","198"
"Raahe Nahkiainen","2025","6","11","05:00","2.3","168"
"Raahe Nahkiainen","2025","6","11","06:00","2.6","177"
"Raahe Nahkiainen","2025","6","11","07:00","2.3","213"
"Raahe Nahkiainen","2025","6","11","08:00","2.4","246"
"Raahe Nahkiainen","2025","6","11","09:00","2.1","252"
"Raahe Nahkiainen","2025","6","11","10:00","1.7","268"
"Raahe Nahkiainen","2025","6","11","11:00","1.6","283"
"Raahe Nahkiainen","2025","6","11","12:00","2","311"
"Raahe Nahkiainen","2025","6","11","13:00","2.6","343"
"Raahe Nahkiainen","2025","6","11","14:00","2.3","357"
"Raahe Nahkiainen","2025","6","11","15:00","2.4","350"
"Raahe Nahkiainen","2025","6","11","16:00","3.2","346"
"Raahe Nahkiainen","2025","6","11","17:00","3.2","327"
"Raahe Nahkiainen","2025","6","11","18:00","3.8","339"
"Raahe Nahkiainen","2025","6","11","19:00","3.2","348"
"Raahe Nahkiainen","2025","6","11","20:00","2.7","338"
"Raahe Nahkiainen","2025","6","11","21:00","3.1","334"
"Raahe Nahkiainen","2025","6","11","22:00","2.8","340"
"Raahe Nahkiainen","2025","6","11","23:00","4.1","314"
"Raahe Nahkiainen","2025","6","12","00:00","6.1","325"
"Raahe Nahkiainen","2025","6","12","01:00","5.9","337"
"Raahe Nahkiainen","2025","6","12","02:00","5.3","333"
"Raahe Nahkiainen","2025","6","12","03:00","5.2","328"
"Raahe Nahkiainen","2025","6","12","04:00","4.8","330"
"Raahe Nahkiainen","2025","6","12","05:00","4.7","338"
"Raahe Nahkiainen","2025","6","12","06:00","3.6","344"
"Raahe Nahkiainen","2025","6","12","07:00","5.5","30"
"Raahe Nahkiainen","2025","6","12","08:00","5.2","37"
"Raahe Nahkiainen","2025","6","12","09:00","8","15"
"Raahe Nahkiainen","2025","6","12","10:00","8.6","359"
"Raahe Nahkiainen","2025","6","12","11:00","8.1","343"
"Raahe Nahkiainen","2025","6","12","12:00","8.3","339"
"Raahe Nahkiainen","2025","6","12","13:00","8.9","335"
"Raahe Nahkiainen","2025","6","12","14:00","9.6","327"
"Raahe Nahkiainen","2025","6","12","15:00","11","329"
"Raahe Nahkiainen","2025","6","12","16:00","11.1","335"
"Raahe Nahkiainen","2025","6","12","17:00","9.9","341"
"Raahe Nahkiainen","2025","6","12","18:00","10.8","357"
"Raahe Nahkiainen","2025","6","12","19:00","10","1"
"Raahe Nahkiainen","2025","6","12","20:00","8.4","1"
"Raahe Nahkiainen","2025","6","12","21:00","8.3","7"
"Raahe Nahkiainen","2025","6","12","22:00","8.3","360"
"Raahe Nahkiainen","2025","6","12","23:00","8.8","9"
"Raahe Nahkiainen","2025","6","13","00:00","8.4","17"
"Raahe Nahkiainen","2025","6","13","01:00","8.1","16"
"Raahe Nahkiainen","2025","6","13","02:00","7.7","7"
"Raahe Nahkiainen","2025","6","13","03:00","7.8","11"
"Raahe Nahkiainen","2025","6","13","04:00","7.3","17"
"Raahe Nahkiainen","2025","6","13","05:00","7","25"
"Raahe Nahkiainen","2025","6","13","06:00","6.3","18"
"Raahe Nahkiainen","2025","6","13","07:00","5.5","8"
"Raahe Nahkiainen","2025","6","13","08:00","5.3","4"
"Raahe Nahkiainen","2025","6","13","09:00","5","357"
"Raahe Nahkiainen","2025","6","13","10:00","4.6","354"
"Raahe Nahkiainen","2025","6","13","11:00","4.2","345"
"Raahe Nahkiainen","2025","6","13","12:00","4.5","325"
"Raahe Nahkiainen","2025","6","13","13:00","4.3","322"
"Raahe Nahkiainen","2025","6","13","14:00","3.9","319"
"Raahe Nahkiainen","2025","6","13","15:00","2.8","319"
"Raahe Nahkiainen","2025","6","13","16:00","1.5","294"
"Raahe Nahkiainen","2025","6","13","17:00","1.3","253"
"Raahe Nahkiainen","2025","6","13","18:00","3","237"
"Raahe Nahkiainen","2025","6","13","19:00","4","235"
"Raahe Nahkiainen","2025","6","13","20:00","4.7","239"
"Raahe Nahkiainen","2025","6","13","21:00","4.4","237"
"Raahe Nahkiainen","2025","6","13","22:00","5.2","214"
"Raahe Nahkiainen","2025","6","13","23:00","5.3","213"
"Raahe Nahkiainen","2025","6","14","00:00","6.3","210"
"Raahe Nahkiainen","2025","6","14","01:00","7.2","210"
"Raahe Nahkiainen","2025","6","14","02:00","7.7","200"
"Raahe Nahkiainen","2025","6","14","03:00","9.1","190"
"Raahe Nahkiainen","2025","6","14","04:00","9.2","192"
"Raahe Nahkiainen","2025","6","14","05:00","8.7","192"
"Raahe Nahkiainen","2025","6","14","06:00","9.5","198"
"Raahe Nahkiainen","2025","6","14","07:00","9.7","201"
"Raahe Nahkiainen","2025","6","14","08:00","9.3","206"
"Raahe Nahkiainen","2025","6","14","09:00","9.9","210"
"Raahe Nahkiainen","2025","6","14","10:00","10.2","218"
"Raahe Nahkiainen","2025","6","14","11:00","12.3","223"
"Raahe Nahkiainen","2025","6","14","12:00","10.7","227"
"Raahe Nahkiainen","2025","6","14","13:00","11.9","224"
"Raahe Nahkiainen","2025","6","14","14:00","11.4","226"
"Raahe Nahkiainen","2025","6","14","15:00","10.9","230"
"Raahe Nahkiainen","2025","6","14","16:00","11.9","234"
"Raahe Nahkiainen","2025","6","14","17:00","11.4","229"
"Raahe Nahkiainen","2025","6","14","18:00","11.6","220"
"Raahe Nahkiainen","2025","6","14","19:00","9.9","227"
"Raahe Nahkiainen","2025","6","14","20:00","10.7","238"
"Raahe Nahkiainen","2025","6","14","21:00","10.2","233"
"Raahe Nahkiainen","2025","6","14","22:00","9","228"
"Raahe Nahkiainen","2025","6","14","23:00","8.8","226"
"Raahe Nahkiainen","2025","6","15","00:00","8.4","232"
"Raahe Nahkiainen","2025","6","15","01:00","7.2","231"
"Raahe Nahkiainen","2025","6","15","02:00","6.7","242"
"Raahe Nahkiainen","2025","6","15","03:00","6.1","260"
"Raahe Nahkiainen","2025","6","15","04:00","6.2","294"
"Raahe Nahkiainen","2025","6","15","05:00","7.6","316"
"Raahe Nahkiainen","2025","6","15","06:00","8.7","325"
"Raahe Nahkiainen","2025","6","15","07:00","8.2","348"
"Raahe Nahkiainen","2025","6","15","08:00","8.2","6"
"Raahe Nahkiainen","2025","6","15","09:00","9.1","11"
"Raahe Nahkiainen","2025","6","15","10:00","9.2","10"
"Raahe Nahkiainen","2025","6","15","11:00","8.6","13"
"Raahe Nahkiainen","2025","6","15","12:00","7","2"
"Raahe Nahkiainen","2025","6","15","13:00","6.8","359"
"Raahe Nahkiainen","2025","6","15","14:00","6.3","358"
"Raahe Nahkiainen","2025","6","15","15:00","6.7","355"
"Raahe Nahkiainen","2025","6","15","16:00","7.6","352"
"Raahe Nahkiainen","2025","6","15","17:00","8.1","356"
"Raahe Nahkiainen","2025","6","15","18:00","9","360"
"Raahe Nahkiainen","2025","6","15","19:00","10.1","7"
"Raahe Nahkiainen","2025","6","15","20:00","10.2","14"
"Raahe Nahkiainen","2025","6","15","22:00","8.9","52"
"Raahe Nahkiainen","2025","6","15","23:00","8.7","68"
"Raahe Nahkiainen","2025","6","16","00:00","7.5","75"
"Raahe Nahkiainen","2025","6","16","01:00","7.8","75"
"Raahe Nahkiainen","2025","6","16","02:00","7.2","91"
"Raahe Nahkiainen","2025","6","16","04:00","5","97"
"Raahe Nahkiainen","2025","6","16","05:00","5.5","59"
"Raahe Nahkiainen","2025","6","16","06:00","7.2","53"
"Raahe Nahkiainen","2025","6","16","07:00","7.7","53"
"Raahe Nahkiainen","2025","6","16","08:00","8.3","51"
"Raahe Nahkiainen","2025","6","16","09:00","9.5","44"
"Raahe Nahkiainen","2025","6","16","10:00","9.6","39"
"Raahe Nahkiainen","2025","6","16","11:00","9.8","35"
"Raahe Nahkiainen","2025","6","16","12:00","10.3","32"
"Raahe Nahkiainen","2025","6","16","13:00","10.1","30"
"Raahe Nahkiainen","2025","6","16","14:00","10.3","30"
"Raahe Nahkiainen","2025","6","16","15:00","10.6","31"
"Raahe Nahkiainen","2025","6","16","16:00","10.5","37"
"Raahe Nahkiainen","2025","6","16","18:00","7.3","80"
"Raahe Nahkiainen","2025","6","16","19:00","8.6","260"
"Raahe Nahkiainen","2025","6","16","20:00","10","304"
"Raahe Nahkiainen","2025","6","16","21:00","8.4","344"
"Raahe Nahkiainen","2025","6","16","22:00","7.9","358"
"Raahe Nahkiainen","2025","6","16","23:00","6.6","11"
"Raahe Nahkiainen","2025","6","17","00:00","4.7","340"
"Raahe Nahkiainen","2025","6","17","01:00","5.9","325"
"Raahe Nahkiainen","2025","6","17","02:00","5.3","322"
"Raahe Nahkiainen","2025","6","17","03:00","5.2","311"
"Raahe Nahkiainen","2025","6","17","04:00","6.1","306"
"Raahe Nahkiainen","2025","6","17","05:00","5","300"
"Raahe Nahkiainen","2025","6","17","06:00","5.3","292"
"Raahe Nahkiainen","2025","6","17","07:00","7","281"
"Raahe Nahkiainen","2025","6","17","08:00","6.9","278"
"Raahe Nahkiainen","2025","6","17","09:00","6.5","274"
"Raahe Nahkiainen","2025","6","17","10:00","5.9","263"
"Raahe Nahkiainen","2025","6","17","11:00","7.1","257"
"Raahe Nahkiainen","2025","6","17","12:00","6.8","241"
"Raahe Nahkiainen","2025","6","17","13:00","6.5","229"
"Raahe Nahkiainen","2025","6","17","14:00","6.5","216"
"Raahe Nahkiainen","2025","6","17","15:00","7","223"
"Raahe Nahkiainen","2025","6","17","16:00","7.4","232"
"Raahe Nahkiainen","2025","6","17","17:00","8.7","238"
"Raahe Nahkiainen","2025","6","17","18:00","8.7","242"
"Raahe Nahkiainen","2025","6","17","19:00","9.4","252"
"Raahe Nahkiainen","2025","6","17","20:00","8.7","252"
"Raahe Nahkiainen","2025","6","17","21:00","9.1","248"
"Raahe Nahkiainen","2025","6","17","22:00","9.1","257"
"Raahe Nahkiainen","2025","6","17","23:00","9.4","267"
"Raahe Nahkiainen","2025","6","18","00:00","7.3","284"
"Raahe Nahkiainen","2025","6","18","01:00","5.6","290"
"Raahe Nahkiainen","2025","6","18","02:00","5.8","255"
"Raahe Nahkiainen","2025","6","18","03:00","5.8","262"
"Raahe Nahkiainen","2025","6","18","04:00","6.8","261"
"Raahe Nahkiainen","2025","6","18","05:00","6.8","281"
"Raahe Nahkiainen","2025","6","18","06:00","7","289"
"Raahe Nahkiainen","2025","6","18","07:00","6.5","292"
"Raahe Nahkiainen","2025","6","18","08:00","5.4","297"
"Raahe Nahkiainen","2025","6","18","09:00","6.3","307"
"Raahe Nahkiainen","2025","6","18","10:00","5.2","298"
"Raahe Nahkiainen","2025","6","18","11:00","5.1","295"
"Raahe Nahkiainen","2025","6","18","12:00","5.5","291"
"Raahe Nahkiainen","2025","6","18","13:00","5.7","295"
"Raahe Nahkiainen","2025","6","18","14:00","5.9","296"
"Raahe Nahkiainen","2025","6","18","15:00","6.3","305"
"Raahe Nahkiainen","2025","6","18","16:00","6.4","317"
"Raahe Nahkiainen","2025","6","18","17:00","5.8","321"
"Raahe Nahkiainen","2025","6","18","18:00","6.5","324"
"Raahe Nahkiainen","2025","6","18","19:00","6","339"
"Raahe Nahkiainen","2025","6","18","20:00","5.7","338"
"Raahe Nahkiainen","2025","6","18","22:00","7.9","335"
"Raahe Nahkiainen","2025","6","18","23:00","8.5","343"
"Raahe Nahkiainen","2025","6","19","00:00","7.8","353"
"Raahe Nahkiainen","2025","6","19","01:00","6.1","356"
"Raahe Nahkiainen","2025","6","19","02:00","7.2","354"
"Raahe Nahkiainen","2025","6","19","03:00","7.7","355"
"Raahe Nahkiainen","2025","6","19","04:00","7.7","352"
"Raahe Nahkiainen","2025","6","19","05:00","8.4","4"
"Raahe Nahkiainen","2025","6","19","06:00","8.7","11"
"Raahe Nahkiainen","2025","6","19","07:00","8.3","8"
"Raahe Nahkiainen","2025","6","19","08:00","8.4","357"
"Raahe Nahkiainen","2025","6","19","09:00","8.4","351"
"Raahe Nahkiainen","2025","6","19","10:00","8.5","349"
"Raahe Nahkiainen","2025","6","19","11:00","8.3","358"
"Raahe Nahkiainen","2025","6","19","12:00","8.2","358"
"Raahe Nahkiainen","2025","6","19","13:00","6.8","348"
"Raahe Nahkiainen","2025","6","19","14:00","6.9","337"
"Raahe Nahkiainen","2025","6","19","15:00","8.3","338"
"Raahe Nahkiainen","2025","6","19","16:00","8.8","339"
"Raahe Nahkiainen","2025","6","19","17:00","8.4","335"
"Raahe Nahkiainen","2025","6","19","18:00","7.7","330"
"Raahe Nahkiainen","2025","6","19","19:00","7.2","320"
"Raahe Nahkiainen","2025","6","19","20:00","7","318"
"Raahe Nahkiainen","2025","6","19","21:00","6.5","316"
"Raahe Nahkiainen","2025","6","19","22:00","5.8","311"
"Raahe Nahkiainen","2025","6","19","23:00","3.6","329"
"Raahe Nahkiainen","2025","6","20","00:00","6.4","324"
"Raahe Nahkiainen","2025","6","20","01:00","7.7","335"
"Raahe Nahkiainen","2025","6","20","02:00","9.5","19"
"Raahe Nahkiainen","2025","6","20","03:00","11.9","26"
"Raahe Nahkiainen","2025","6","20","04:00","12.1","30"
"Raahe Nahkiainen","2025","6","20","05:00","12.4","30"
"Raahe Nahkiainen","2025","6","20","06:00","11.4","25"
"Raahe Nahkiainen","2025","6","20","07:00","11.1","13"
"Raahe Nahkiainen","2025","6","20","08:00","10.6","12"
"Raahe Nahkiainen","2025","6","20","09:00","9.5","15"
"Raahe Nahkiainen","2025","6","20","10:00","8.6","4"
"Raahe Nahkiainen","2025","6","20","11:00","6.8","356"
"Raahe Nahkiainen","2025","6","20","12:00","5.2","333"
"Raahe Nahkiainen","2025","6","20","13:00","3.7","319"
"Raahe Nahkiainen","2025","6","20","14:00","4.5","290"
"Raahe Nahkiainen","2025","6","20","15:00","5.8","278"
"Raahe Nahkiainen","2025","6","20","16:00","5.2","283"
"Raahe Nahkiainen","2025","6","20","17:00","5.5","279"
"Raahe Nahkiainen","2025","6","20","18:00","6.4","281"
"Raahe Nahkiainen","2025","6","20","19:00","6.1","281"
"Raahe Nahkiainen","2025","6","20","20:00","5.4","278"
"Raahe Nahkiainen","2025","6","20","21:00","5.4","274"
"Raahe Nahkiainen","2025","6","20","22:00","4.8","272"
"Raahe Nahkiainen","2025","6","20","23:00","3.3","233"
"Raahe Nahkiainen","2025","6","21","00:00","3.4","187"
"Raahe Nahkiainen","2025","6","21","01:00","4.3","142"
"Raahe Nahkiainen","2025","6","21","02:00","6.1","131"
"Raahe Nahkiainen","2025","6","21","03:00","6","141"
"Raahe Nahkiainen","2025","6","21","04:00","5.4","143"
"Raahe Nahkiainen","2025","6","21","05:00","4.1","138"
"Raahe Nahkiainen","2025","6","21","06:00","2.4","163"
"Raahe Nahkiainen","2025","6","21","07:00","2","217"
"Raahe Nahkiainen","2025","6","21","08:00","1.2","293"
"Raahe Nahkiainen","2025","6","21","09:00","3","332"
"Raahe Nahkiainen","2025","6","21","10:00","6.1","324"
"Raahe Nahkiainen","2025","6","21","11:00","6.1","359"
"Raahe Nahkiainen","2025","6","21","12:00","8.2","26"
"Raahe Nahkiainen","2025","6","21","13:00","9.1","20"
"Raahe Nahkiainen","2025","6","21","14:00","8.9","19"
"Raahe Nahkiainen","2025","6","21","15:00","8.7","10"
"Raahe Nahkiainen","2025","6","21","16:00","8.9","5"
"Raahe Nahkiainen","2025","6","21","17:00","8.9","360"
"Raahe Nahkiainen","2025","6","21","18:00","8.7","355"
"Raahe Nahkiainen","2025","6","21","19:00","7.7","345"
"Raahe Nahkiainen","2025","6","21","20:00","6.3","345"
"Raahe Nahkiainen","2025","6","21","21:00","5.9","340"
"Raahe Nahkiainen","2025","6","21","22:00","6.8","341"
"Raahe Nahkiainen","2025","6","21","23:00","8.3","338"
"Raahe Nahkiainen","2025","6","22","00:00","8","339"
"Raahe Nahkiainen","2025","6","22","01:00","7.5","342"
"Raahe Nahkiainen","2025","6","22","02:00","6.8","347"
"Raahe Nahkiainen","2025","6","22","03:00","5.4","358"
"Raahe Nahkiainen","2025","6","22","04:00","4.2","352"
"Raahe Nahkiainen","2025","6","22","05:00","3.7","346"
"Raahe Nahkiainen","2025","6","22","07:00","2.2","6"
"Raahe Nahkiainen","2025","6","22","08:00","1.2","322"
"Raahe Nahkiainen","2025","6","22","09:00","1.8","253"
"Raahe Nahkiainen","2025","6","22","10:00","2.8","251"
"Raahe Nahkiainen","2025","6","22","11:00","3.9","276"
"Raahe Nahkiainen","2025","6","22","12:00","4.4","267"
"Raahe Nahkiainen","2025","6","22","13:00","4.9","249"
"Raahe Nahkiainen","2025","6","22","14:00","5.3","248"
"Raahe Nahkiainen","2025","6","22","15:00","6","254"
"Raahe Nahkiainen","2025","6","22","16:00","5.9","253"
"Raahe Nahkiainen","2025","6","22","17:00","6.4","252"
"Raahe Nahkiainen","2025","6","22","18:00","6.3","253"
"Raahe Nahkiainen","2025","6","22","19:00","7.3","253"
"Raahe Nahkiainen","2025","6","22","20:00","7","249"
"Raahe Nahkiainen","2025","6","22","21:00","7.2","239"
"Raahe Nahkiainen","2025","6","22","22:00","6.7","213"
"Raahe Nahkiainen","2025","6","22","23:00","7.4","199"
"Raahe Nahkiainen","2025","6","23","00:00","8","207"
"Raahe Nahkiainen","2025","6","23","01:00","7.2","204"
"Raahe Nahkiainen","2025","6","23","02:00","6.6","193"
"Raahe Nahkiainen","2025","6","23","03:00","7.2","182"
"Raahe Nahkiainen","2025","6","23","04:00","7.7","178"
"Raahe Nahkiainen","2025","6","23","05:00","7.8","177"
"Raahe Nahkiainen","2025","6","23","06:00","8.7","171"
"Raahe Nahkiainen","2025","6","23","07:00","9.3","174"
"Raahe Nahkiainen","2025","6","23","08:00","8.9","184"
"Raahe Nahkiainen","2025","6","23","09:00","8.4","211"
"Raahe Nahkiainen","2025","6","23","10:00","9.9","206"
"Raahe Nahkiainen","2025","6","23","11:00","9.5","199"
"Raahe Nahkiainen","2025","6","23","12:00","9","211"
"Raahe Nahkiainen","2025","6","23","13:00","9.9","197"
"Raahe Nahkiainen","2025","6","23","14:00","10.7","180"
"Raahe Nahkiainen","2025","6","23","15:00","10","179"
"Raahe Nahkiainen","2025","6","23","16:00","10","171"
"Raahe Nahkiainen","2025","6","23","17:00","9.8","175"
"Raahe Nahkiainen","2025","6","23","18:00","9.8","166"
"Raahe Nahkiainen","2025","6","23","19:00","10.3","169"
"Raahe Nahkiainen","2025","6","23","20:00","9.6","163"
"Raahe Nahkiainen","2025","6","23","21:00","10","160"
"Raahe Nahkiainen","2025","6","23","22:00","9.9","155"
"Raahe Nahkiainen","2025","6","23","23:00","8.3","158"
"Raahe Nahkiainen","2025","6","24","00:00","7.5","158"
"Raahe Nahkiainen","2025","6","24","01:00","7.4","155"
"Raahe Nahkiainen","2025","6","24","02:00","5.9","147"
"Raahe Nahkiainen","2025","6","24","03:00","5.8","136"
"Raahe Nahkiainen","2025","6","24","04:00","4.7","133"
"Raahe Nahkiainen","2025","6","24","05:00","4.7","124"
"Raahe Nahkiainen","2025","6","24","06:00","5.1","119"
"Raahe Nahkiainen","2025","6","24","07:00","4.5","100"
"Raahe Nahkiainen","2025","6","24","08:00","4.9","81"
"Raahe Nahkiainen","2025","6","24","09:00","6","76"
"Raahe Nahkiainen","2025","6","24","10:00","6.2","72"
"Raahe Nahkiainen","2025","6","24","11:00","6.2","60"
"Raahe Nahkiainen","2025","6","24","12:00","6.4","56"
"Raahe Nahkiainen","2025","6","24","13:00","7","59"
"Raahe Nahkiainen","2025","6","24","14:00","8.1","62"
"Raahe Nahkiainen","2025","6","24","15:00","8.2","61"
"Raahe Nahkiainen","2025","6","24","16:00","8.2","57"
"Raahe Nahkiainen","2025","6","24","17:00","7.4","50"
"Raahe Nahkiainen","2025","6","24","18:00","7.9","51"
"Raahe Nahkiainen","2025","6","24","19:00","8.2","30"
"Raahe Nahkiainen","2025","6","24","20:00","8.8","31"
"Raahe Nahkiainen","2025","6","24","21:00","9.1","33"
"Raahe Nahkiainen","2025","6","24","22:00","9.9","36"
"Raahe Nahkiainen","2025","6","24","23:00","10","29"
"Raahe Nahkiainen","2025","6","25","00:00","11.1","25"
"Raahe Nahkiainen","2025","6","25","01:00","12.2","25"
"Raahe Nahkiainen","2025","6","25","02:00","12.4","26"
"Raahe Nahkiainen","2025","6","25","03:00","12.2","21"
"Raahe Nahkiainen","2025","6","25","04:00","12.2","22"
"Raahe Nahkiainen","2025","6","25","05:00","11.8","26"
"Raahe Nahkiainen","2025","6","25","06:00","11.6","27"
"Raahe Nahkiainen","2025","6","25","07:00","11.1","30"
"Raahe Nahkiainen","2025","6","25","08:00","11.3","35"
"Raahe Nahkiainen","2025","6","25","09:00","10.8","30"
"Raahe Nahkiainen","2025","6","25","10:00","10.7","27"
"Raahe Nahkiainen","2025","6","25","11:00","11","28"
"Raahe Nahkiainen","2025","6","25","12:00","11","23"
"Raahe Nahkiainen","2025","6","25","13:00","11.3","21"
"Raahe Nahkiainen","2025","6","25","14:00","11.6","24"
"Raahe Nahkiainen","2025","6","25","15:00","11.2","19"
"Raahe Nahkiainen","2025","6","25","16:00","11","15"
"Raahe Nahkiainen","2025","6","25","17:00","11.6","13"
"Raahe Nahkiainen","2025","6","25","18:00","10.8","13"
"Raahe Nahkiainen","2025","6","25","19:00","11.2","13"
"Raahe Nahkiainen","2025","6","25","20:00","11","14"
"Raahe Nahkiainen","2025","6","25","21:00","7.9","26"
"Raahe Nahkiainen","2025","6","25","22:00","7.2","41"
"Raahe Nahkiainen","2025","6","25","23:00","6.3","31"
"Raahe Nahkiainen","2025","6","26","00:00","5.9","18"
"Raahe Nahkiainen","2025","6","26","01:00","5","23"
"Raahe Nahkiainen","2025","6","26","02:00","2.9","23"
"Raahe Nahkiainen","2025","6","26","03:00","1.6","27"
"Raahe Nahkiainen","2025","6","26","04:00","0.8","231"
"Raahe Nahkiainen","2025","6","26","05:00","2.4","285"
"Raahe Nahkiainen","2025","6","26","06:00","3.1","287"
"Raahe Nahkiainen","2025","6","26","07:00","3.6","276"
"Raahe Nahkiainen","2025","6","26","08:00","3.7","260"
"Raahe Nahkiainen","2025","6","26","09:00","3.4","238"
"Raahe Nahkiainen","2025","6","26","10:00","3.4","232"
"Raahe Nahkiainen","2025","6","26","11:00","5.3","231"
"Raahe Nahkiainen","2025","6","26","12:00","6.3","232"
"Raahe Nahkiainen","2025","6","26","13:00","5.5","247"
"Raahe Nahkiainen","2025","6","26","14:00","4.8","256"
"Raahe Nahkiainen","2025","6","26","15:00","5","260"
"Raahe Nahkiainen","2025","6","26","16:00","5.3","261"
"Raahe Nahkiainen","2025","6","26","17:00","5.1","269"
"Raahe Nahkiainen","2025","6","26","18:00","3.9","274"
"Raahe Nahkiainen","2025","6","26","19:00","2.7","247"
"Raahe Nahkiainen","2025","6","26","20:00","2.8","250"
"Raahe Nahkiainen","2025","6","26","21:00","2.4","254"
"Raahe Nahkiainen","2025","6","26","22:00","2","243"
"Raahe Nahkiainen","2025","6","26","23:00","2.7","205"
"Raahe Nahkiainen","2025","6","27","00:00","3.7","203"
"Raahe Nahkiainen","2025","6","27","01:00","4.1","184"
"Raahe Nahkiainen","2025","6","27","02:00","4.5","181"
"Raahe Nahkiainen","2025","6","27","03:00","2.6","203"
"Raahe Nahkiainen","2025","6","27","04:00","2.7","209"
"Raahe Nahkiainen","2025","6","27","05:00","3.3","198"
"Raahe Nahkiainen","2025","6","27","06:00","3.6","192"
"Raahe Nahkiainen","2025","6","27","07:00","3.7","182"
"Raahe Nahkiainen","2025","6","27","08:00","2.1","157"
"Raahe Nahkiainen","2025","6","27","09:00","1.5","99"
"Raahe Nahkiainen","2025","6","27","10:00","1.1","317"
